MSOA Code,MSOA Name,Age - All Ages,Age - 0-15,Age - 16-29,Age - 30-44,Age - 45-64,Age - 65+,Age - Working-age,Households - All Households,Composition - Couple hh with dependent children,Composition - Couple hh without dependent children,Composition - Lone parent hh,Composition - One person hh,Composition - Other hh Types,White,Mixed/multiple ethnic groups,Asian/Asian British,Black/African/Caribbean/Black British,Other ethnic group,BAME,Country of Birth - United Kingdom,Country of Birth - Not United Kingdom,Language - 1+ English as a main language,Language - None have English as main language,Tenure - Owned outright,Tenure - Owned with a mortgage or loan,Tenure - Social rented,Tenure - Private rented,Household spaces with at least one usual resident,Household spaces with no usual residents,Detached,Semi-detached,Terraced (including end-terrace),"Flat, maisonette or apartment",Population Density - Persons per hectare (2012),Median - 2005,Median - 2006,Median - 2007,Median - 2008,Median - 2009,Median - 2010,Median - 2011,Median - 2012,Median - 2013 (p),Sales - 2005,Sales - 2006,Sales - 2007,Sales - 2008,Sales - 2009,Sales - 2010,Sales - 2011,Sales - 2011.1,Sales - 2013(p),Qualifications - No,Qualifications - Level 1,Qualifications - Level 2,Qualifications - Apprenticeship,Qualifications - Level 3,Qualifications - Level 4 and above,Qualifications - Other,Qualifications - Schoolchildren and full-time students: Age 18 and over,Economic Activity - Economically active: Total,Economic Activity - Economically active: Unemployed,Economic Activity - Economically inactive: Total,Economic Activity - Unemployment Rate,Adults in Employment - No adults in employment in hh: With dependent children,Total Mean hh Income,Total Median hh Income,Vehicles - No cars or vans in hh,Vehicles - 1 car or van in hh,Vehicles - 2 cars or vans in hh,Vehicles - 3 cars or vans in hh,Vehicles - 4 or more cars or vans in hh,Vehicles - Sum of all cars or vans in the area,Vehicles - Cars per hh,Borough,Subregion
E02000001,City of London 001,7375.0,620.0,1665.0,2045.0,2010.0,1035.0,5720.0,4385.0,306.0,927.0,153.0,2472.0,527.0,5799.0,289.0,940.0,193.0,154.0,1576.0,4670.0,2705.0,3825.0,560.0,1093.0,762.0,725.0,1573.0,4385.0,1145.0,22.0,12.0,80.0,5416.0,26.240596314445444,310000.0,341000.0,412500.0,365000.0,410000.0,450000.0,465000.0,485000.0,595000.0,303.0,295.0,268.0,141.0,157.0,235.0,256.0,195.0,353.0,454.0,291.0,445.0,47.0,484.0,4618.0,416.0,422.0,4972.0,187.0,1335.0,3.761061946902655,38.0,59728.481885537134,46788.29547174097,3043.0,1100.0,173.0,51.0,18.0,1692.0,0.38586088939566704,City of London,Inner West
E02000002,Barking and Dagenham 001,6775.0,1751.0,1277.0,1388.0,1258.0,1101.0,3923.0,2713.0,491.0,366.0,597.0,814.0,445.0,4403.0,330.0,820.0,1133.0,89.0,2372.0,5159.0,1616.0,2459.0,254.0,596.0,663.0,1133.0,269.0,2713.0,82.0,99.0,744.0,865.0,1087.0,31.704834605597963,168500.0,180000.0,187500.0,197500.0,190000.0,173000.0,185000.0,182250.0,190000.0,81.0,100.0,100.0,68.0,45.0,61.0,51.0,42.0,61.0,1623.0,789.0,706.0,118.0,479.0,914.0,395.0,272.0,2847.0,335.0,1513.0,11.766772040744645,319.0,31788.185996220534,27058.703759916134,1020.0,1186.0,424.0,66.0,17.0,2305.0,0.8496129745669001,Barking and Dagenham,Outer East and North East
E02000003,Barking and Dagenham 002,10045.0,2247.0,1959.0,2300.0,2259.0,1280.0,6518.0,3834.0,776.0,730.0,589.0,1039.0,700.0,5486.0,433.0,2284.0,1618.0,224.0,4559.0,7193.0,2852.0,3431.0,403.0,1028.0,1473.0,446.0,830.0,3834.0,110.0,161.0,936.0,1591.0,1256.0,47.71421900537007,185000.0,197750.0,220000.0,225000.0,188500.0,215000.0,200000.0,205500.0,237000.0,203.0,232.0,295.0,100.0,80.0,97.0,89.0,114.0,98.0,1778.0,1210.0,1236.0,169.0,847.0,1829.0,729.0,442.0,5038.0,459.0,2111.0,9.110758237395792,268.0,43356.931547279986,36834.52873756515,1196.0,1753.0,691.0,155.0,39.0,3766.0,0.98226395409494,Barking and Dagenham,Outer East and North East
E02000004,Barking and Dagenham 003,6182.0,1196.0,1277.0,1154.0,1543.0,1012.0,3974.0,2318.0,508.0,524.0,322.0,609.0,355.0,5006.0,186.0,313.0,649.0,28.0,1176.0,5292.0,890.0,2214.0,104.0,718.0,969.0,371.0,228.0,2318.0,45.0,92.0,858.0,1094.0,314.0,25.304878048780488,181000.0,182000.0,212000.0,208997.5,182000.0,192000.0,193750.0,205000.0,210000.0,93.0,131.0,125.0,66.0,54.0,61.0,72.0,58.0,67.0,1502.0,800.0,825.0,163.0,539.0,891.0,266.0,215.0,3187.0,296.0,1251.0,9.287731408848448,122.0,46701.436554263484,39668.20643300475,556.0,1085.0,515.0,128.0,34.0,2650.0,1.1432269197584124,Barking and Dagenham,Outer East and North East
E02000005,Barking and Dagenham 004,8562.0,2200.0,1592.0,1995.0,1829.0,946.0,5416.0,3183.0,691.0,583.0,593.0,808.0,508.0,5674.0,313.0,1050.0,1445.0,80.0,2888.0,6425.0,2137.0,2868.0,315.0,711.0,1146.0,793.0,482.0,3183.0,89.0,136.0,622.0,2141.0,373.0,72.8894874168841,162250.0,170000.0,185000.0,200000.0,166250.0,169000.0,165000.0,167000.0,180000.0,152.0,168.0,184.0,73.0,60.0,58.0,81.0,59.0,75.0,1839.0,1026.0,1038.0,160.0,653.0,1119.0,527.0,333.0,4052.0,394.0,1881.0,9.723593287265548,307.0,34293.82028840508,29155.683535678465,1080.0,1423.0,551.0,109.0,20.0,2937.0,0.9227144203581527,Barking and Dagenham,Outer East and North East
E02000007,Barking and Dagenham 006,8791.0,2388.0,1765.0,1867.0,1736.0,1035.0,5368.0,3441.0,643.0,489.0,776.0,1064.0,469.0,5906.0,307.0,526.0,1997.0,55.0,2885.0,6658.0,2133.0,3117.0,324.0,558.0,821.0,1663.0,333.0,3441.0,93.0,82.0,761.0,1219.0,1471.0,52.287129853669775,165000.0,165000.0,187000.0,199000.0,155000.0,165000.0,153750.0,172500.0,168500.0,112.0,133.0,139.0,39.0,40.0,75.0,76.0,48.0,55.0,2057.0,1065.0,1001.0,166.0,556.0,1129.0,429.0,402.0,3905.0,511.0,1893.0,13.085787451984634,437.0,29975.834376125837,25568.60183133583,1496.0,1444.0,419.0,63.0,19.0,2549.0,0.7407730310956118,Barking and Dagenham,Outer East and North East
E02000008,Barking and Dagenham 007,11569.0,2942.0,2179.0,2662.0,2404.0,1382.0,7245.0,4591.0,934.0,700.0,909.0,1398.0,650.0,8057.0,478.0,883.0,2010.0,141.0,3512.0,8839.0,2730.0,4156.0,435.0,708.0,1391.0,1762.0,641.0,4591.0,51.0,188.0,864.0,2825.0,764.0,81.9001338122403,159997.5,166500.0,180000.0,186000.0,153000.0,159000.0,160000.0,162000.0,175750.0,228.0,257.0,229.0,113.0,78.0,74.0,76.0,83.0,86.0,2787.0,1364.0,1413.0,163.0,796.0,1401.0,703.0,465.0,5217.0,579.0,2689.0,11.09833237492812,506.0,31412.526380826563,26749.839237611654,1776.0,2063.0,624.0,98.0,30.0,3735.0,0.8135482465693749,Barking and Dagenham,Outer East and North East
E02000009,Barking and Dagenham 008,8395.0,2062.0,1753.0,2046.0,1743.0,791.0,5542.0,3212.0,629.0,513.0,668.0,897.0,505.0,5136.0,366.0,1220.0,1581.0,92.0,3259.0,5966.0,2429.0,2791.0,421.0,488.0,987.0,982.0,619.0,3212.0,80.0,129.0,776.0,1724.0,663.0,92.26525088486362,159000.0,163000.0,182500.0,191500.0,157500.0,181497.5,171000.0,172247.5,176995.0,134.0,162.0,173.0,53.0,46.0,134.0,151.0,130.0,115.0,1841.0,980.0,984.0,121.0,562.0,1240.0,605.0,443.0,4039.0,449.0,1908.0,11.1166130230255,341.0,32138.69013516068,27346.885637880183,1192.0,1490.0,433.0,75.0,22.0,2675.0,0.8328144458281445,Barking and Dagenham,Outer East and North East
E02000010,Barking and Dagenham 009,8615.0,2335.0,1637.0,2007.0,1748.0,888.0,5392.0,3292.0,694.0,513.0,701.0,901.0,483.0,5962.0,280.0,638.0,1641.0,94.0,2653.0,6534.0,2081.0,2963.0,329.0,463.0,1028.0,1195.0,517.0,3292.0,55.0,125.0,617.0,2127.0,477.0,79.01355690331788,157500.0,163000.0,185000.0,190000.0,150000.0,160000.0,157500.0,163000.0,174000.0,155.0,311.0,181.0,76.0,59.0,56.0,45.0,59.0,52.0,1951.0,1023.0,985.0,119.0,596.0,1091.0,515.0,351.0,3889.0,398.0,1943.0,10.233993314476729,417.0,31810.611008472515,27077.141437039383,1281.0,1449.0,455.0,82.0,25.0,2713.0,0.8241190765492102,Barking and Dagenham,Outer East and North East
E02000011,Barking and Dagenham 010,6187.0,1387.0,1187.0,1276.0,1497.0,840.0,3960.0,2289.0,468.0,476.0,357.0,575.0,413.0,4106.0,202.0,682.0,1146.0,51.0,2081.0,4615.0,1572.0,2060.0,229.0,672.0,849.0,289.0,440.0,2289.0,59.0,128.0,571.0,1060.0,588.0,39.60097873141352,171250.0,178000.0,205000.0,211000.0,165000.0,182000.0,184000.0,171500.0,203250.0,106.0,122.0,160.0,68.0,49.0,61.0,53.0,48.0,58.0,1375.0,763.0,760.0,137.0,448.0,938.0,379.0,293.0,3077.0,265.0,1295.0,8.612284692882678,175.0,39011.76567811871,33153.027415032244,668.0,1112.0,379.0,104.0,26.0,2296.0,1.003058103975535,Barking and Dagenham,Outer East and North East
E02000012,Barking and Dagenham 011,9888.0,2304.0,2206.0,2091.0,2116.0,1171.0,6413.0,3258.0,789.0,609.0,366.0,791.0,703.0,4340.0,427.0,3941.0,969.0,211.0,5548.0,6689.0,3199.0,2809.0,449.0,935.0,1319.0,475.0,476.0,3258.0,59.0,123.0,761.0,1638.0,795.0,77.31292778589557,235000.0,245000.0,280000.0,270000.0,255000.0,269000.0,250000.0,260000.0,265000.0,181.0,217.0,206.0,107.0,75.0,84.0,104.0,96.0,82.0,1726.0,1039.0,1088.0,195.0,828.0,1881.0,827.0,609.0,4681.0,344.0,2284.0,7.348857081820125,172.0,50190.09016839666,42624.01601105652,873.0,1463.0,697.0,164.0,61.0,3686.0,1.1313689379987724,Barking and Dagenham,Outer East and North East
E02000013,Barking and Dagenham 012,8402.0,2349.0,1512.0,1963.0,1700.0,878.0,5175.0,3125.0,679.0,502.0,621.0,858.0,465.0,5790.0,374.0,657.0,1492.0,89.0,2612.0,6313.0,2089.0,2789.0,336.0,479.0,960.0,1181.0,435.0,3125.0,47.0,154.0,758.0,1896.0,363.0,64.93944504062547,159995.0,160500.0,182000.0,188000.0,149000.0,167000.0,156250.0,172250.0,176500.0,123.0,134.0,166.0,81.0,42.0,61.0,40.0,58.0,68.0,1891.0,987.0,946.0,153.0,515.0,1037.0,524.0,347.0,3745.0,370.0,1868.0,9.879839786381844,333.0,31976.123284394507,27213.22439071158,1157.0,1414.0,450.0,88.0,16.0,2644.0,0.84608,Barking and Dagenham,Outer East and North East
E02000014,Barking and Dagenham 013,9402.0,2452.0,1806.0,2066.0,2040.0,1038.0,5912.0,3531.0,749.0,596.0,702.0,927.0,557.0,6627.0,362.0,630.0,1650.0,133.0,2775.0,7024.0,2378.0,3160.0,371.0,557.0,991.0,1413.0,527.0,3531.0,60.0,168.0,547.0,2452.0,422.0,79.57575249434058,159000.0,163750.0,180000.0,190000.0,155000.0,160000.0,159000.0,163000.0,172500.0,127.0,186.0,156.0,73.0,49.0,53.0,65.0,56.0,72.0,2280.0,1099.0,1102.0,129.0,579.0,1151.0,610.0,376.0,4347.0,478.0,2074.0,10.996089256958824,388.0,31468.798825008023,26796.10601976971,1419.0,1550.0,451.0,93.0,18.0,2813.0,0.7966581704899461,Barking and Dagenham,Outer East and North East
E02000015,Barking and Dagenham 014,7563.0,1978.0,1600.0,1740.0,1488.0,757.0,4828.0,3170.0,534.0,441.0,653.0,1140.0,402.0,4786.0,343.0,429.0,1913.0,92.0,2777.0,5509.0,2054.0,2860.0,310.0,369.0,611.0,1604.0,505.0,3170.0,61.0,105.0,620.0,649.0,1856.0,56.3225143192833,149950.0,145000.0,145000.0,175000.0,145000.0,150000.0,140000.0,130000.0,140000.0,143.0,116.0,121.0,62.0,21.0,29.0,32.0,31.0,49.0,1702.0,908.0,918.0,136.0,466.0,1007.0,448.0,386.0,3453.0,481.0,1738.0,13.929916015059367,364.0,28786.32616465904,24590.59708859383,1534.0,1255.0,321.0,52.0,8.0,2093.0,0.6602523659305993,Barking and Dagenham,Outer East and North East
E02000016,Barking and Dagenham 015,7676.0,2055.0,2253.0,2231.0,901.0,236.0,5385.0,2934.0,613.0,452.0,479.0,805.0,585.0,2271.0,437.0,2676.0,2073.0,219.0,5405.0,3193.0,4483.0,2006.0,928.0,160.0,503.0,1038.0,1172.0,2934.0,136.0,75.0,130.0,307.0,2556.0,92.7555856465809,138000.0,152000.0,165000.0,174997.5,144000.0,137625.0,152975.0,132500.0,145000.0,93.0,134.0,421.0,104.0,105.0,112.0,78.0,29.0,41.0,841.0,631.0,639.0,62.0,473.0,2017.0,958.0,832.0,3819.0,452.0,1721.0,11.835559046870909,293.0,31501.493992939024,26822.987741974754,1877.0,890.0,146.0,13.0,8.0,1254.0,0.4274028629856851,Barking and Dagenham,Outer East and North East
E02000017,Barking and Dagenham 016,8498.0,1862.0,2255.0,2061.0,1589.0,731.0,5905.0,2729.0,579.0,436.0,302.0,594.0,818.0,2657.0,299.0,4279.0,1066.0,197.0,5841.0,4207.0,4291.0,2009.0,720.0,641.0,911.0,267.0,860.0,2729.0,68.0,186.0,443.0,1430.0,738.0,99.62350256702794,192500.0,210000.0,230000.0,215000.0,215000.0,219000.0,225000.0,210000.0,208000.0,154.0,198.0,188.0,82.0,47.0,55.0,63.0,53.0,73.0,1324.0,830.0,805.0,98.0,596.0,1971.0,1012.0,804.0,4271.0,386.0,2020.0,9.037696089908687,175.0,40524.6981609904,34434.88019218993,1084.0,1144.0,396.0,87.0,18.0,2273.0,0.8329058263100036,Barking and Dagenham,Outer East and North East
E02000018,Barking and Dagenham 017,8890.0,2491.0,1791.0,2101.0,1693.0,814.0,5585.0,3326.0,719.0,488.0,717.0,885.0,517.0,5702.0,415.0,863.0,1769.0,141.0,3188.0,6363.0,2527.0,2870.0,456.0,403.0,888.0,1405.0,565.0,3326.0,22.0,148.0,569.0,1803.0,827.0,66.47518043894536,157000.0,160500.0,177500.0,187000.0,154000.0,164000.0,155500.0,161000.0,175000.0,151.0,170.0,170.0,64.0,59.0,66.0,38.0,47.0,53.0,1927.0,1063.0,930.0,131.0,582.0,1174.0,592.0,409.0,3946.0,464.0,2042.0,11.758743030917385,427.0,31245.928127509836,26612.863401458846,1421.0,1387.0,417.0,84.0,17.0,2560.0,0.7696933253156946,Barking and Dagenham,Outer East and North East
E02000019,Barking and Dagenham 018,8276.0,2242.0,1553.0,2074.0,1644.0,763.0,5271.0,3010.0,713.0,512.0,596.0,722.0,467.0,5287.0,324.0,748.0,1826.0,91.0,2989.0,5970.0,2306.0,2659.0,351.0,404.0,989.0,1045.0,472.0,3010.0,54.0,156.0,622.0,1945.0,341.0,27.961944892517366,159747.5,162000.0,183500.0,178000.0,149500.0,162500.0,155000.0,165500.0,172000.0,106.0,164.0,190.0,108.0,62.0,55.0,53.0,44.0,60.0,1738.0,949.0,970.0,118.0,515.0,1201.0,543.0,369.0,3909.0,404.0,1727.0,10.335124072652853,310.0,34809.93864203791,29592.971882935402,1019.0,1435.0,464.0,77.0,15.0,2661.0,0.8840531561461794,Barking and Dagenham,Outer East and North East
E02000020,Barking and Dagenham 019,9276.0,2451.0,1882.0,2246.0,1717.0,980.0,5845.0,3460.0,727.0,454.0,644.0,981.0,654.0,4300.0,415.0,2317.0,2014.0,230.0,4976.0,5602.0,3674.0,2776.0,684.0,521.0,961.0,1260.0,633.0,3460.0,83.0,166.0,750.0,1653.0,974.0,28.33036001520779,170000.0,175000.0,200500.0,200000.0,173750.0,183000.0,171000.0,215000.0,195000.0,144.0,186.0,164.0,76.0,44.0,63.0,60.0,113.0,141.0,1848.0,877.0,892.0,125.0,624.0,1643.0,816.0,609.0,4231.0,479.0,2048.0,11.321200661782084,325.0,32713.50383948709,27819.493160556394,1494.0,1499.0,392.0,65.0,10.0,2524.0,0.7294797687861272,Barking and Dagenham,Outer East and North East
E02000021,Barking and Dagenham 020,7904.0,2075.0,1524.0,1762.0,1728.0,815.0,5014.0,2949.0,604.0,510.0,584.0,783.0,468.0,4548.0,322.0,717.0,2219.0,98.0,3356.0,5267.0,2637.0,2559.0,390.0,582.0,1010.0,565.0,717.0,2949.0,110.0,135.0,644.0,1667.0,609.0,28.541174836828215,155000.0,160000.0,179000.0,185000.0,149500.0,156995.0,152000.0,160000.0,170000.0,145.0,208.0,216.0,77.0,61.0,57.0,51.0,44.0,47.0,1638.0,919.0,906.0,122.0,517.0,1221.0,506.0,419.0,3749.0,359.0,1649.0,9.57588690317418,292.0,33541.56176723528,28518.322195751567,1106.0,1316.0,421.0,91.0,15.0,2493.0,0.8453713123092573,Barking and Dagenham,Outer East and North East
E02000022,Barking and Dagenham 021,8777.0,2948.0,1815.0,2472.0,1177.0,365.0,5464.0,3261.0,702.0,355.0,813.0,919.0,472.0,3355.0,497.0,1479.0,3149.0,297.0,5422.0,4420.0,4357.0,2324.0,937.0,129.0,353.0,2061.0,563.0,3261.0,22.0,23.0,84.0,187.0,2986.0,119.62878889037255,131995.0,138000.0,185500.0,182500.0,145000.0,140000.0,135000.0,130000.0,135000.0,43.0,58.0,110.0,57.0,105.0,29.0,24.0,28.0,23.0,1454.0,741.0,761.0,61.0,537.0,1461.0,814.0,589.0,3701.0,575.0,1960.0,15.536341529316399,558.0,25818.995720878447,22150.880221299918,1874.0,1208.0,156.0,19.0,4.0,1594.0,0.4888071143820914,Barking and Dagenham,Outer East and North East
E02000023,Barking and Dagenham 022,6482.0,2037.0,1380.0,1659.0,1017.0,389.0,4056.0,2431.0,478.0,274.0,565.0,731.0,383.0,2928.0,328.0,783.0,2337.0,106.0,3554.0,4110.0,2372.0,2051.0,380.0,203.0,514.0,1271.0,396.0,2431.0,37.0,82.0,288.0,638.0,1458.0,37.365344946137974,143750.0,147500.0,160000.0,160000.0,176625.0,160000.0,167250.0,165000.0,190000.0,90.0,104.0,121.0,48.0,20.0,29.0,28.0,16.0,44.0,1107.0,709.0,656.0,93.0,403.0,1009.0,468.0,427.0,2860.0,376.0,1367.0,13.146853146853147,369.0,28381.23249851388,24257.532110205677,1171.0,1018.0,194.0,37.0,11.0,1566.0,0.644179350061703,Barking and Dagenham,Outer East and North East
E02006799,Barking and Dagenham 023,9756.0,2546.0,1872.0,2302.0,1927.0,1109.0,6101.0,3624.0,831.0,559.0,716.0,974.0,544.0,6059.0,440.0,1659.0,1443.0,155.0,3697.0,7116.0,2640.0,3161.0,463.0,583.0,1079.0,1240.0,648.0,3624.0,102.0,170.0,930.0,2072.0,552.0,87.96081464294922,165000.0,169997.5,190000.0,188000.0,163500.0,172997.5,195000.0,177000.0,180000.0,128.0,174.0,178.0,101.0,56.0,76.0,128.0,59.0,77.0,2167.0,1132.0,1056.0,149.0,648.0,1390.0,668.0,490.0,4441.0,513.0,2182.0,11.551452375591083,381.0,32466.003120579804,27615.99992310753,1324.0,1599.0,561.0,109.0,31.0,3179.0,0.8772075055187638,Barking and Dagenham,Outer East and North East
E02000024,Barnet 001,10156.0,1924.0,1567.0,2070.0,2885.0,1710.0,6522.0,4110.0,981.0,952.0,331.0,1225.0,621.0,8470.0,384.0,887.0,242.0,173.0,1686.0,7999.0,2157.0,3826.0,284.0,1507.0,1534.0,214.0,753.0,4110.0,192.0,689.0,1428.0,841.0,1334.0,27.784734248035164,285000.0,320000.0,320000.0,335000.0,324350.0,336020.0,370000.0,380000.0,379000.0,186.0,237.0,217.0,110.0,120.0,173.0,131.0,157.0,178.0,1019.0,798.0,1114.0,146.0,900.0,3800.0,455.0,388.0,5473.0,247.0,1857.0,4.513064133016627,85.0,57047.95650310186,44293.19385927353,824.0,1983.0,1019.0,219.0,65.0,4967.0,1.208515815085158,Barnet,Outer West and North West
E02000025,Barnet 002,7956.0,1406.0,1393.0,1909.0,2083.0,1165.0,5385.0,3622.0,674.0,748.0,417.0,1347.0,436.0,6264.0,367.0,714.0,370.0,241.0,1692.0,6100.0,1856.0,3310.0,312.0,1050.0,1222.0,512.0,763.0,3622.0,104.0,362.0,1092.0,338.0,1933.0,33.57342104167534,220000.0,245000.0,259269.0,244999.5,240000.0,250000.0,262500.0,307500.0,327500.0,187.0,249.0,278.0,102.0,98.0,127.0,112.0,117.0,120.0,1038.0,752.0,898.0,131.0,680.0,2601.0,450.0,317.0,4351.0,253.0,1614.0,5.814755228683062,156.0,41882.337846510876,32506.843979913338,954.0,1749.0,735.0,136.0,48.0,3839.0,1.0599116510215352,Barnet,Outer West and North West
E02000026,Barnet 003,6313.0,1257.0,1006.0,1343.0,1698.0,1009.0,4047.0,2496.0,608.0,574.0,205.0,686.0,423.0,4961.0,244.0,698.0,239.0,171.0,1352.0,4752.0,1561.0,2269.0,227.0,951.0,947.0,133.0,404.0,2496.0,44.0,417.0,1180.0,347.0,596.0,44.01391636537281,265000.0,297500.0,350000.0,368000.0,320000.0,347000.0,351997.5,342500.0,397472.5,107.0,133.0,137.0,53.0,74.0,100.0,68.0,80.0,96.0,790.0,561.0,699.0,114.0,542.0,2003.0,347.0,283.0,3210.0,166.0,1380.0,5.1713395638629285,89.0,50617.00877278273,39295.14962586354,399.0,1175.0,697.0,168.0,57.0,3321.0,1.3305288461538463,Barnet,Outer West and North West
E02000027,Barnet 004,9598.0,2141.0,1727.0,2013.0,2341.0,1376.0,6081.0,3705.0,797.0,696.0,665.0,1012.0,535.0,6687.0,524.0,1187.0,906.0,294.0,2911.0,7004.0,2594.0,3299.0,406.0,879.0,1072.0,1259.0,369.0,3705.0,63.0,242.0,1334.0,904.0,1287.0,58.23230815168707,235000.0,250000.0,272000.0,279975.0,250000.0,284000.0,279950.0,299975.0,332500.0,122.0,145.0,127.0,64.0,61.0,86.0,79.0,78.0,85.0,1683.0,1012.0,1123.0,183.0,758.0,2118.0,580.0,437.0,4632.0,392.0,2207.0,8.46286701208981,264.0,35265.831555301185,27380.822627618512,1086.0,1655.0,771.0,153.0,40.0,3826.0,1.0326585695006747,Barnet,Outer West and North West
E02000028,Barnet 005,6166.0,1162.0,1120.0,1381.0,1547.0,956.0,4048.0,2473.0,531.0,583.0,294.0,631.0,434.0,4616.0,283.0,813.0,297.0,157.0,1550.0,4598.0,1568.0,2237.0,236.0,878.0,895.0,89.0,574.0,2473.0,33.0,208.0,1007.0,220.0,1071.0,59.530125047366425,248000.0,279000.0,279000.0,275000.0,280000.0,274250.0,330000.0,369375.0,355000.0,108.0,147.0,136.0,85.0,89.0,80.0,99.0,70.0,91.0,675.0,529.0,745.0,83.0,547.0,2063.0,362.0,248.0,3392.0,170.0,1148.0,5.011792452830189,116.0,50631.46197252259,39306.38245415627,474.0,1143.0,666.0,152.0,38.0,3089.0,1.249090173877881,Barnet,Outer West and North West
E02000029,Barnet 006,8517.0,1832.0,1481.0,2042.0,2122.0,1040.0,5645.0,3513.0,781.0,721.0,474.0,1054.0,483.0,6386.0,495.0,905.0,500.0,231.0,2131.0,6548.0,1969.0,3186.0,327.0,961.0,1272.0,336.0,890.0,3513.0,51.0,238.0,1024.0,789.0,1511.0,51.31493024636391,205000.0,223000.0,248000.0,243000.0,249930.0,273000.0,263825.0,319000.0,275000.0,201.0,213.0,208.0,86.0,89.0,107.0,96.0,99.0,113.0,1117.0,847.0,1013.0,166.0,684.0,2399.0,459.0,337.0,4560.0,319.0,1650.0,6.995614035087719,208.0,40212.09706272077,31212.854441574,922.0,1637.0,753.0,156.0,45.0,3802.0,1.0822658696270993,Barnet,Outer West and North West
E02000030,Barnet 007,9130.0,1793.0,1418.0,1558.0,2619.0,1742.0,5595.0,3410.0,811.0,769.0,375.0,790.0,665.0,6850.0,338.0,1320.0,364.0,258.0,2280.0,6931.0,2199.0,3172.0,238.0,1450.0,1199.0,385.0,303.0,3410.0,148.0,1519.0,1105.0,456.0,343.0,6.320865372083931,440000.0,470000.0,561500.0,550000.0,499975.0,605000.0,609000.0,675000.0,647975.0,117.0,165.0,162.0,69.0,100.0,121.0,88.0,96.0,112.0,1309.0,774.0,1021.0,114.0,752.0,2880.0,487.0,344.0,4417.0,225.0,2060.0,5.093955173194476,129.0,60082.28840994971,46651.43493434445,479.0,1224.0,1132.0,389.0,186.0,5485.0,1.6085043988269794,Barnet,Outer West and North West
E02000031,Barnet 008,7294.0,1362.0,1218.0,1586.0,1761.0,1367.0,4565.0,2817.0,683.0,589.0,234.0,760.0,551.0,5221.0,310.0,1162.0,347.0,254.0,2073.0,4843.0,2451.0,2472.0,345.0,1078.0,821.0,231.0,633.0,2817.0,80.0,634.0,846.0,389.0,1027.0,38.44447882820156,330000.0,378000.0,385000.0,376250.0,350000.0,317500.0,410500.0,441500.0,381250.0,95.0,127.0,126.0,54.0,59.0,82.0,84.0,84.0,118.0,862.0,535.0,763.0,95.0,633.0,2566.0,478.0,276.0,3679.0,161.0,1468.0,4.376189181842892,73.0,55167.14114197281,42831.449997559146,611.0,1229.0,737.0,173.0,67.0,3515.0,1.2477813276535321,Barnet,Outer West and North West
E02000032,Barnet 009,7857.0,1602.0,1260.0,1567.0,2182.0,1246.0,5009.0,2742.0,779.0,677.0,228.0,533.0,525.0,5320.0,347.0,1524.0,277.0,389.0,2537.0,5313.0,2544.0,2413.0,329.0,1163.0,1190.0,81.0,280.0,2742.0,45.0,257.0,1791.0,576.0,162.0,56.51023036199742,338000.0,336250.0,395000.0,410000.0,350000.0,404000.0,398500.0,437000.0,458000.0,123.0,118.0,106.0,51.0,66.0,79.0,60.0,69.0,55.0,1019.0,646.0,869.0,117.0,762.0,2353.0,489.0,340.0,4025.0,187.0,1679.0,4.645962732919254,65.0,53472.706039469296,41514.55831252366,356.0,1156.0,940.0,209.0,81.0,4023.0,1.4671772428884027,Barnet,Outer West and North West
E02000033,Barnet 010,8537.0,1779.0,1534.0,2018.0,2089.0,1117.0,5641.0,3317.0,714.0,664.0,494.0,934.0,511.0,5892.0,508.0,1283.0,537.0,317.0,2645.0,6014.0,2523.0,2902.0,415.0,1023.0,1193.0,466.0,520.0,3317.0,82.0,112.0,1153.0,1136.0,998.0,48.82031645926009,242750.0,250000.0,299000.0,270000.0,275000.0,291000.0,308409.5,305000.0,340000.0,124.0,246.0,187.0,61.0,86.0,99.0,80.0,87.0,109.0,1251.0,847.0,1010.0,162.0,762.0,2121.0,605.0,341.0,4470.0,367.0,1711.0,8.210290827740492,195.0,37979.10253453763,29482.881382192005,807.0,1619.0,702.0,138.0,51.0,3668.0,1.1058185107024419,Barnet,Outer West and North West
E02000034,Barnet 011,8508.0,1681.0,1524.0,1970.0,2078.0,1255.0,5572.0,3403.0,721.0,725.0,440.0,959.0,558.0,6017.0,419.0,1306.0,473.0,293.0,2491.0,5739.0,2769.0,2897.0,506.0,1019.0,1170.0,334.0,811.0,3403.0,64.0,356.0,1129.0,387.0,1594.0,55.73738929534078,222500.0,227000.0,245000.0,250000.0,250000.0,271000.0,243625.0,275000.0,283500.0,143.0,193.0,158.0,77.0,83.0,105.0,100.0,90.0,110.0,1060.0,713.0,884.0,112.0,721.0,2716.0,621.0,378.0,4471.0,264.0,1751.0,5.904719302169537,174.0,41755.81419236216,32408.822014212445,887.0,1499.0,760.0,191.0,66.0,3885.0,1.1416397296503085,Barnet,Outer West and North West
