MSOA Code,MSOA Name,Age - All Ages,Age - 0-15,Age - 16-29,Age - 30-44,Age - 45-64,Age - 65+,Age - Working-age,Households - All Households,Composition - Couple hh with dependent children,Composition - Couple hh without dependent children,Composition - Lone parent hh,Composition - One person hh,Composition - Other hh Types,White,Mixed/multiple ethnic groups,Asian/Asian British,Black/African/Caribbean/Black British,Other ethnic group,BAME,Country of Birth - United Kingdom,Country of Birth - Not United Kingdom,Language - 1+ English as a main language,Language - None have English as main language,Tenure - Owned outright,Tenure - Owned with a mortgage or loan,Tenure - Social rented,Tenure - Private rented,Household spaces with at least one usual resident,Household spaces with no usual residents,Detached,Semi-detached,Terraced (including end-terrace),"Flat, maisonette or apartment",Population Density - Persons per hectare (2012),Median - 2005,Median - 2006,Median - 2007,Median - 2008,Median - 2009,Median - 2010,Median - 2011,Median - 2012,Median - 2013 (p),Sales - 2005,Sales - 2006,Sales - 2007,Sales - 2008,Sales - 2009,Sales - 2010,Sales - 2011,Sales - 2011.1,Sales - 2013(p),Qualifications - No,Qualifications - Level 1,Qualifications - Level 2,Qualifications - Apprenticeship,Qualifications - Level 3,Qualifications - Level 4 and above,Qualifications - Other,Qualifications - Schoolchildren and full-time students: Age 18 and over,Economic Activity - Economically active: Total,Economic Activity - Economically active: Unemployed,Economic Activity - Economically inactive: Total,Economic Activity - Unemployment Rate,Adults in Employment - No adults in employment in hh: With dependent children,Total Mean hh Income,Total Median hh Income,Vehicles - No cars or vans in hh,Vehicles - 1 car or van in hh,Vehicles - 2 cars or vans in hh,Vehicles - 3 cars or vans in hh,Vehicles - 4 or more cars or vans in hh,Vehicles - Sum of all cars or vans in the area,Vehicles - Cars per hh,Borough,Subregion
E02000278,Enfield 002,8837.0,2341.0,1800.0,1843.0,1773.0,1080.0,5416.0,3278.0,636.0,478.0,807.0,880.0,477.0,5384.0,537.0,596.0,1941.0,379.0,3453.0,6052.0,2785.0,2657.0,621.0,677.0,845.0,1097.0,555.0,3278.0,63.0,142.0,762.0,1186.0,1251.0,68.99908731365987,181000.0,199975.0,215000.0,220000.0,206500.0,221000.0,203000.0,209225.0,231000.0,153.0,150.0,184.0,65.0,56.0,57.0,51.0,84.0,58.0,2104.0,938.0,976.0,154.0,646.0,1128.0,550.0,448.0,3795.0,456.0,2181.0,12.015810276679842,483.0,27394.837183039737,21778.930486024736,1182.0,1404.0,522.0,134.0,36.0,3004.0,0.9164124466137888,Enfield,Outer East and North East
E02000279,Enfield 003,11292.0,3154.0,2365.0,2788.0,2225.0,760.0,7378.0,4356.0,839.0,737.0,1036.0,1182.0,562.0,5849.0,770.0,878.0,3174.0,621.0,5443.0,7307.0,3985.0,3515.0,841.0,603.0,1443.0,1048.0,1128.0,4356.0,62.0,329.0,724.0,1573.0,1790.0,44.81251437773177,166000.0,165299.5,199500.0,197475.0,201000.0,201500.0,190000.0,207500.0,173000.0,220.0,310.0,335.0,178.0,94.0,94.0,85.0,85.0,105.0,2019.0,1218.0,1132.0,152.0,769.0,2069.0,779.0,563.0,5339.0,621.0,2505.0,11.631391646375725,622.0,30689.876815529657,24370.440506266335,1509.0,2036.0,636.0,140.0,35.0,3875.0,0.8895775941230487,Enfield,Outer East and North East
E02000280,Enfield 004,8515.0,1807.0,1352.0,1961.0,2137.0,1258.0,5450.0,3466.0,762.0,745.0,481.0,993.0,485.0,6993.0,357.0,460.0,528.0,177.0,1522.0,6998.0,1517.0,3218.0,248.0,1002.0,1264.0,688.0,421.0,3466.0,82.0,436.0,860.0,1139.0,1087.0,5.423203937139406,222500.0,248500.0,269000.0,250000.0,250000.0,283625.0,279150.0,284000.0,305000.0,155.0,184.0,164.0,102.0,101.0,112.0,114.0,122.0,104.0,1442.0,875.0,984.0,227.0,760.0,2037.0,383.0,262.0,4413.0,283.0,1707.0,6.412871062769092,199.0,44270.82855796578,35117.021087099645,888.0,1518.0,805.0,181.0,74.0,3994.0,1.1523369878822851,Enfield,Outer East and North East
E02000281,Enfield 005,8835.0,2097.0,1708.0,2121.0,1886.0,1023.0,5715.0,3531.0,752.0,602.0,656.0,1053.0,468.0,6028.0,520.0,700.0,1249.0,338.0,2807.0,6607.0,2228.0,3082.0,449.0,730.0,1239.0,713.0,771.0,3531.0,45.0,153.0,539.0,1348.0,1536.0,46.29044156391611,185000.0,195500.0,210000.0,221000.0,175000.0,214000.0,195000.0,225000.0,244250.0,178.0,244.0,246.0,94.0,77.0,89.0,88.0,71.0,86.0,1568.0,1072.0,992.0,192.0,740.0,1638.0,536.0,359.0,4389.0,399.0,1842.0,9.090909090909092,340.0,33854.796493156224,26859.61270831091,1049.0,1569.0,716.0,149.0,48.0,3664.0,1.037666383460776,Enfield,Outer East and North East
E02000282,Enfield 006,9115.0,2633.0,1887.0,2117.0,1746.0,732.0,5750.0,3491.0,680.0,465.0,858.0,1005.0,483.0,5212.0,580.0,672.0,2073.0,578.0,3903.0,5829.0,3286.0,2688.0,803.0,477.0,880.0,1208.0,840.0,3491.0,75.0,119.0,521.0,943.0,1982.0,72.35205577121128,153000.0,155000.0,175000.0,177000.0,182000.0,165000.0,180000.0,190250.0,185000.0,156.0,185.0,189.0,105.0,49.0,53.0,69.0,72.0,61.0,2103.0,984.0,943.0,118.0,618.0,1084.0,632.0,457.0,3881.0,526.0,2314.0,13.553207936098943,583.0,25056.08246730562,19939.52733561944,1501.0,1400.0,459.0,103.0,28.0,2741.0,0.7851618447436265,Enfield,Outer East and North East
E02000283,Enfield 007,8424.0,2187.0,1814.0,1696.0,1866.0,861.0,5376.0,2843.0,686.0,546.0,621.0,527.0,463.0,5087.0,529.0,610.0,1725.0,473.0,3337.0,5730.0,2694.0,2377.0,466.0,711.0,1073.0,496.0,508.0,2843.0,49.0,166.0,801.0,1550.0,375.0,73.95230580396283,195500.0,205250.0,225000.0,232000.0,205000.0,220000.0,222500.0,230000.0,245000.0,122.0,164.0,200.0,59.0,60.0,54.0,58.0,51.0,57.0,1763.0,1071.0,916.0,176.0,595.0,1186.0,530.0,454.0,3895.0,408.0,1993.0,10.474967907573813,341.0,30860.041806057117,24504.27327528617,734.0,1294.0,593.0,173.0,49.0,3209.0,1.128737249384453,Enfield,Outer East and North East
E02000284,Enfield 008,8200.0,1625.0,1387.0,2069.0,1992.0,1127.0,5448.0,3497.0,722.0,785.0,403.0,1120.0,467.0,6655.0,402.0,483.0,495.0,165.0,1545.0,6717.0,1483.0,3275.0,222.0,1025.0,1327.0,365.0,704.0,3497.0,138.0,141.0,624.0,1363.0,1507.0,64.46107084404957,215500.0,232000.0,250000.0,239950.0,220000.0,285000.0,244400.0,250000.0,285500.0,184.0,213.0,225.0,115.0,83.0,114.0,109.0,114.0,120.0,1187.0,826.0,902.0,170.0,673.0,2416.0,401.0,249.0,4493.0,272.0,1507.0,6.0538615624304475,156.0,49547.18997969834,39307.40599366401,930.0,1724.0,683.0,129.0,31.0,3611.0,1.0325993708893337,Enfield,Outer East and North East
E02000285,Enfield 009,6597.0,1337.0,1048.0,1267.0,1882.0,1063.0,4197.0,2466.0,686.0,609.0,241.0,545.0,385.0,5442.0,251.0,363.0,366.0,175.0,1155.0,5515.0,1082.0,2347.0,119.0,1075.0,1051.0,87.0,215.0,2466.0,55.0,46.0,1244.0,984.0,247.0,66.71741778319124,250000.0,272250.0,314997.5,272500.0,276100.0,305000.0,320000.0,310000.0,320000.0,86.0,104.0,118.0,52.0,64.0,82.0,65.0,51.0,79.0,940.0,836.0,876.0,192.0,639.0,1507.0,270.0,191.0,3488.0,184.0,1269.0,5.275229357798166,69.0,54411.81411303045,43170.79705335569,392.0,1073.0,758.0,181.0,62.0,3396.0,1.3771289537712896,Enfield,Outer East and North East
E02000286,Enfield 010,8158.0,1136.0,1430.0,1910.0,2086.0,1596.0,5426.0,3863.0,589.0,874.0,284.0,1540.0,576.0,6591.0,300.0,683.0,405.0,179.0,1567.0,6485.0,1673.0,3616.0,247.0,1387.0,1320.0,176.0,926.0,3863.0,145.0,536.0,640.0,465.0,2367.0,39.93270590530063,215000.0,207500.0,250000.0,250000.0,225500.0,260000.0,247500.0,250000.0,249997.0,208.0,250.0,291.0,193.0,152.0,152.0,151.0,148.0,138.0,1223.0,807.0,993.0,145.0,771.0,2704.0,379.0,262.0,4528.0,218.0,1639.0,4.814487632508834,80.0,57402.63440705674,45546.04909100304,896.0,1932.0,808.0,175.0,52.0,4316.0,1.1172663732850117,Enfield,Outer East and North East
E02000287,Enfield 011,6823.0,1149.0,1393.0,1118.0,1770.0,1393.0,4281.0,2540.0,554.0,588.0,200.0,669.0,529.0,5204.0,229.0,812.0,327.0,251.0,1619.0,4908.0,1915.0,2270.0,270.0,1054.0,832.0,247.0,361.0,2540.0,75.0,963.0,706.0,91.0,855.0,7.607555680857062,360000.0,503500.0,537500.0,775000.0,640000.0,514000.0,477500.0,690000.0,435000.0,99.0,116.0,126.0,61.0,63.0,76.0,60.0,67.0,85.0,1008.0,564.0,862.0,94.0,698.0,2075.0,373.0,582.0,3240.0,165.0,1717.0,5.092592592592593,68.0,66819.61896587104,53024.837370758076,487.0,852.0,773.0,274.0,154.0,3919.0,1.5429133858267716,Enfield,Outer East and North East
E02000288,Enfield 012,10490.0,2583.0,2374.0,2316.0,2116.0,1101.0,6806.0,3784.0,794.0,631.0,718.0,1020.0,621.0,5318.0,575.0,1522.0,2455.0,620.0,5172.0,6209.0,4281.0,2935.0,849.0,768.0,1134.0,806.0,925.0,3784.0,77.0,188.0,753.0,1476.0,1444.0,50.47254512805973,180000.0,189000.0,210000.0,220000.0,205000.0,210000.0,206000.0,205000.0,210000.0,138.0,189.0,191.0,127.0,55.0,82.0,76.0,54.0,77.0,2193.0,1162.0,1097.0,146.0,843.0,1692.0,774.0,733.0,4823.0,518.0,2594.0,10.740203193033382,429.0,29014.801821939374,23053.013672384805,1420.0,1646.0,540.0,140.0,38.0,3308.0,0.8742071881606766,Enfield,Outer East and North East
E02000289,Enfield 013,6569.0,1240.0,1085.0,1116.0,1864.0,1264.0,4065.0,2421.0,630.0,558.0,232.0,515.0,486.0,5058.0,237.0,788.0,234.0,252.0,1511.0,5032.0,1537.0,2246.0,175.0,1119.0,942.0,155.0,169.0,2421.0,55.0,387.0,1737.0,170.0,181.0,19.41667646712925,356000.0,373000.0,410000.0,437500.0,377000.0,397475.0,446500.0,429950.0,430000.0,87.0,99.0,114.0,48.0,53.0,50.0,68.0,59.0,69.0,948.0,650.0,761.0,118.0,645.0,1855.0,352.0,297.0,3260.0,176.0,1461.0,5.398773006134969,79.0,60927.91783139753,48345.761482173635,324.0,1003.0,764.0,243.0,87.0,3643.0,1.5047501032631143,Enfield,Outer East and North East
E02000290,Enfield 014,7242.0,2070.0,1632.0,1694.0,1271.0,575.0,4597.0,2853.0,546.0,318.0,713.0,892.0,384.0,3273.0,509.0,997.0,2000.0,463.0,3969.0,4213.0,3029.0,2122.0,731.0,364.0,592.0,1124.0,705.0,2853.0,39.0,99.0,318.0,627.0,1848.0,15.108016791235793,181550.0,185975.0,186500.0,170000.0,170000.0,180000.0,208000.0,156000.0,195000.0,136.0,238.0,125.0,53.0,35.0,43.0,37.0,44.0,31.0,1535.0,718.0,754.0,72.0,488.0,1023.0,582.0,440.0,3108.0,410.0,1799.0,13.191763191763192,442.0,25099.760926711595,19973.879931595282,1316.0,1162.0,285.0,70.0,20.0,2029.0,0.7111812127584998,Enfield,Outer East and North East
E02000291,Enfield 015,8924.0,1776.0,1739.0,2253.0,1876.0,1280.0,5868.0,3998.0,659.0,724.0,578.0,1492.0,545.0,6265.0,522.0,584.0,1134.0,419.0,2659.0,6453.0,2471.0,3465.0,533.0,1003.0,1205.0,631.0,1107.0,3998.0,154.0,177.0,572.0,766.0,2637.0,79.70275641579538,189000.0,197750.0,216000.0,213500.0,203750.0,222500.0,218000.0,219000.0,233000.0,199.0,258.0,307.0,137.0,94.0,120.0,107.0,114.0,164.0,1519.0,851.0,968.0,134.0,830.0,2275.0,571.0,406.0,4611.0,373.0,1845.0,8.089351550639774,300.0,37880.91062711795,30042.27098728229,1424.0,1843.0,599.0,102.0,30.0,3482.0,0.870935467733867,Enfield,Outer East and North East
E02000292,Enfield 016,9518.0,2151.0,1800.0,2181.0,2251.0,1135.0,6232.0,3578.0,814.0,688.0,592.0,887.0,597.0,6351.0,543.0,978.0,1252.0,394.0,3167.0,6887.0,2631.0,3144.0,434.0,1073.0,1512.0,293.0,660.0,3578.0,73.0,156.0,706.0,2234.0,554.0,51.36774880255455,210000.0,223000.0,248000.0,240000.0,230000.0,249500.0,240000.0,245119.0,259750.0,193.0,241.0,210.0,99.0,92.0,117.0,96.0,107.0,114.0,1618.0,1044.0,1076.0,183.0,872.0,2042.0,532.0,456.0,4923.0,358.0,1924.0,7.271988624822264,245.0,39782.18873529187,31552.229546007628,895.0,1688.0,778.0,155.0,62.0,3972.0,1.1101173840134153,Enfield,Outer East and North East
E02000293,Enfield 017,6307.0,1171.0,934.0,1154.0,1783.0,1265.0,3871.0,2470.0,585.0,585.0,197.0,630.0,473.0,5103.0,223.0,546.0,257.0,178.0,1204.0,5034.0,1273.0,2315.0,155.0,1143.0,926.0,66.0,300.0,2470.0,50.0,644.0,1032.0,200.0,644.0,29.43165500949558,313750.0,347500.0,449950.0,440000.0,389500.0,432500.0,464000.0,450000.0,470000.0,96.0,148.0,125.0,67.0,84.0,78.0,59.0,87.0,96.0,810.0,535.0,749.0,133.0,596.0,2032.0,281.0,226.0,3189.0,147.0,1281.0,4.609595484477893,70.0,67083.25119855364,53234.20902679493,368.0,1022.0,757.0,233.0,90.0,3633.0,1.4708502024291499,Enfield,Outer East and North East
E02000294,Enfield 018,8879.0,2155.0,1898.0,1775.0,2028.0,1023.0,5701.0,3009.0,674.0,541.0,546.0,694.0,554.0,4349.0,446.0,1182.0,2337.0,565.0,4530.0,5185.0,3694.0,2371.0,638.0,801.0,1024.0,517.0,599.0,3009.0,60.0,171.0,623.0,1670.0,602.0,59.54015328223925,194000.0,205500.0,234000.0,236500.0,210000.0,225000.0,212497.5,220000.0,240000.0,123.0,152.0,151.0,62.0,59.0,37.0,40.0,47.0,59.0,1872.0,947.0,913.0,112.0,811.0,1343.0,726.0,676.0,3991.0,371.0,2285.0,9.29591581057379,315.0,30112.929896761525,23916.678522224494,973.0,1269.0,562.0,158.0,47.0,3070.0,1.0202725157859753,Enfield,Outer East and North East
E02000295,Enfield 019,8374.0,1668.0,1455.0,2040.0,1932.0,1279.0,5427.0,3347.0,724.0,706.0,433.0,954.0,530.0,5808.0,468.0,1179.0,528.0,391.0,2566.0,5838.0,2536.0,2936.0,411.0,1138.0,1141.0,313.0,671.0,3347.0,79.0,250.0,1314.0,359.0,1503.0,52.73131288192087,230000.0,245000.0,250000.0,285225.0,250000.0,269500.0,250000.0,307500.0,273500.0,149.0,204.0,276.0,86.0,76.0,134.0,87.0,96.0,116.0,1138.0,764.0,886.0,119.0,682.0,2609.0,508.0,399.0,4275.0,289.0,1765.0,6.760233918128655,181.0,52916.723729265635,41983.42498436266,739.0,1575.0,789.0,182.0,62.0,3964.0,1.1843441888258142,Enfield,Outer East and North East
E02000296,Enfield 020,9535.0,1650.0,2239.0,2360.0,1864.0,1422.0,6463.0,3941.0,646.0,759.0,502.0,1221.0,813.0,6531.0,495.0,1520.0,585.0,404.0,3004.0,6002.0,3533.0,3288.0,653.0,1092.0,985.0,447.0,1337.0,3941.0,121.0,204.0,711.0,787.0,2360.0,54.237194072923025,245000.0,219975.0,249000.0,245000.0,236750.0,250000.0,260000.0,265000.0,275000.0,215.0,212.0,200.0,98.0,120.0,116.0,127.0,116.0,141.0,1499.0,716.0,937.0,111.0,964.0,2888.0,770.0,819.0,5020.0,364.0,2077.0,7.250996015936255,228.0,42970.55787096436,34084.37107968797,1266.0,1896.0,621.0,106.0,52.0,3681.0,0.9340268967267191,Enfield,Outer East and North East
E02000297,Enfield 021,9298.0,1623.0,1688.0,1784.0,2603.0,1600.0,6075.0,3482.0,762.0,917.0,350.0,840.0,613.0,6979.0,372.0,899.0,754.0,294.0,2319.0,6953.0,2345.0,3196.0,286.0,1499.0,1472.0,74.0,398.0,3482.0,80.0,173.0,1431.0,1307.0,651.0,56.86601246682713,270000.0,295000.0,334997.5,338500.0,295500.0,340000.0,355000.0,358500.0,370000.0,136.0,227.0,178.0,76.0,88.0,107.0,95.0,100.0,107.0,1462.0,953.0,1169.0,194.0,838.0,2575.0,484.0,342.0,4984.0,226.0,1923.0,4.5345104333868385,91.0,56123.500891019095,44530.18581882319,582.0,1476.0,1025.0,285.0,114.0,4888.0,1.4037909247558875,Enfield,Outer East and North East
E02000298,Enfield 022,7976.0,1533.0,1248.0,1758.0,2168.0,1269.0,5174.0,3075.0,760.0,792.0,229.0,755.0,539.0,6438.0,326.0,592.0,341.0,279.0,1538.0,6087.0,1889.0,2857.0,218.0,1181.0,1204.0,121.0,530.0,3075.0,64.0,428.0,1476.0,362.0,873.0,40.26298685065747,380000.0,434000.0,457475.0,431250.0,440500.0,460000.0,499950.0,480000.0,507500.0,131.0,166.0,132.0,82.0,92.0,85.0,79.0,80.0,114.0,919.0,649.0,836.0,125.0,649.0,2889.0,376.0,289.0,4315.0,175.0,1533.0,4.055619930475087,57.0,69079.74899192901,54819.78923077613,493.0,1361.0,920.0,219.0,82.0,4210.0,1.3691056910569106,Enfield,Outer East and North East
E02000299,Enfield 023,9312.0,2446.0,1905.0,2021.0,1943.0,997.0,5869.0,3438.0,671.0,496.0,744.0,1004.0,523.0,3790.0,506.0,1222.0,3109.0,685.0,5522.0,5015.0,4297.0,2623.0,815.0,759.0,968.0,636.0,947.0,3438.0,47.0,249.0,499.0,1665.0,1071.0,107.7309007981756,186335.5,187500.0,216000.0,217900.0,190000.0,200000.0,210000.0,204500.0,215000.0,130.0,153.0,179.0,79.0,48.0,79.0,59.0,50.0,62.0,1962.0,969.0,997.0,112.0,688.0,1394.0,744.0,542.0,4165.0,444.0,2255.0,10.660264105642257,398.0,28132.112383202006,22358.788782737352,1486.0,1433.0,401.0,76.0,42.0,2648.0,0.7702152414194299,Enfield,Outer East and North East
E02000300,Enfield 024,8157.0,2050.0,1757.0,1804.0,1760.0,786.0,5321.0,2998.0,614.0,479.0,592.0,839.0,474.0,3505.0,559.0,1087.0,2436.0,570.0,4652.0,4437.0,3720.0,2247.0,751.0,690.0,945.0,364.0,932.0,2998.0,73.0,180.0,517.0,1345.0,1028.0,106.91119691119691,174000.0,200000.0,225000.0,211500.0,204000.0,191000.0,209250.0,215032.5,230000.0,142.0,169.0,164.0,94.0,66.0,56.0,62.0,68.0,59.0,1517.0,877.0,912.0,112.0,668.0,1392.0,629.0,473.0,3843.0,400.0,1933.0,10.408534998698933,323.0,30445.660912872623,24178.36756347147,1188.0,1204.0,451.0,116.0,39.0,2624.0,0.875250166777852,Enfield,Outer East and North East
E02000301,Enfield 025,10070.0,2714.0,2109.0,2308.0,2055.0,884.0,6472.0,3923.0,721.0,510.0,957.0,1211.0,524.0,4207.0,746.0,1104.0,3296.0,717.0,5863.0,5490.0,4580.0,2855.0,1068.0,605.0,891.0,1319.0,989.0,3923.0,53.0,230.0,582.0,1358.0,1804.0,56.6154690071311,166000.0,165750.0,188000.0,164500.0,175000.0,190000.0,173000.0,187500.0,189000.0,136.0,152.0,183.0,108.0,48.0,64.0,46.0,64.0,53.0,2176.0,1038.0,1051.0,107.0,728.0,1429.0,827.0,613.0,4307.0,549.0,2661.0,12.74669143255166,539.0,25665.01388361871,20418.44475180324,1903.0,1525.0,388.0,90.0,17.0,2652.0,0.676013255161866,Enfield,Outer East and North East
E02000302,Enfield 026,8326.0,1666.0,1559.0,1799.0,2084.0,1218.0,5442.0,3123.0,639.0,653.0,422.0,831.0,578.0,5376.0,428.0,1068.0,958.0,496.0,2950.0,5273.0,3053.0,2616.0,507.0,1029.0,1116.0,401.0,518.0,3123.0,38.0,113.0,881.0,1427.0,740.0,52.755805859646905,259500.0,277250.0,297500.0,282500.0,272500.0,310000.0,340000.0,335000.0,350000.0,104.0,146.0,112.0,69.0,77.0,66.0,55.0,101.0,90.0,1514.0,801.0,870.0,153.0,741.0,1967.0,614.0,451.0,4188.0,303.0,1915.0,7.234957020057306,152.0,42789.90496258363,33940.90000936143,813.0,1355.0,712.0,196.0,47.0,3563.0,1.1408901697086136,Enfield,Outer East and North East
E02000303,Enfield 027,8390.0,2238.0,1830.0,1749.0,1757.0,816.0,5336.0,3120.0,606.0,401.0,699.0,950.0,464.0,3753.0,482.0,1168.0,2371.0,616.0,4637.0,4838.0,3552.0,2314.0,806.0,437.0,765.0,1066.0,779.0,3120.0,61.0,144.0,969.0,643.0,1420.0,69.2908315221766,184000.0,176000.0,189497.5,189500.0,198000.0,159247.5,235000.0,233500.0,240000.0,98.0,109.0,110.0,56.0,56.0,52.0,45.0,50.0,47.0,1924.0,913.0,853.0,86.0,551.0,1181.0,644.0,535.0,3471.0,463.0,2295.0,13.33909536156727,436.0,26514.64926063789,21086.673009632454,1517.0,1150.0,345.0,85.0,23.0,2194.0,0.7032051282051283,Enfield,Outer East and North East
E02000304,Enfield 028,8089.0,1465.0,1429.0,1649.0,2202.0,1344.0,5280.0,2964.0,739.0,755.0,234.0,670.0,566.0,5957.0,431.0,1095.0,291.0,315.0,2132.0,5657.0,2432.0,2658.0,306.0,1196.0,1112.0,81.0,523.0,2964.0,44.0,289.0,1526.0,353.0,840.0,46.928575579705935,391000.0,389950.0,398000.0,417000.0,310500.0,465000.0,493000.0,485000.0,584500.0,110.0,127.0,123.0,71.0,56.0,64.0,57.0,58.0,78.0,909.0,539.0,827.0,108.0,677.0,3073.0,491.0,399.0,4312.0,194.0,1644.0,4.499072356215214,67.0,69078.19152978441,54818.55232425254,456.0,1307.0,875.0,242.0,84.0,4145.0,1.3984480431848854,Enfield,Outer East and North East
E02000305,Enfield 029,8633.0,1477.0,1778.0,2273.0,2065.0,1040.0,6116.0,3481.0,712.0,777.0,320.0,1037.0,635.0,6266.0,527.0,853.0,569.0,418.0,2367.0,5647.0,2986.0,2922.0,559.0,899.0,1258.0,166.0,1096.0,3481.0,103.0,91.0,602.0,899.0,1988.0,91.50884495317378,240000.0,240000.0,268500.0,265000.0,275000.0,267000.0,260000.0,280000.0,315995.0,163.0,201.0,178.0,79.0,78.0,101.0,131.0,112.0,100.0,1103.0,621.0,793.0,92.0,737.0,3121.0,689.0,493.0,5042.0,286.0,1617.0,5.672352241174138,97.0,52764.28356503454,41862.35993360303,1059.0,1663.0,617.0,101.0,41.0,3372.0,0.9686871588623959,Enfield,Outer East and North East
E02000306,Enfield 030,9149.0,2627.0,1978.0,2175.0,1620.0,749.0,5773.0,3594.0,634.0,374.0,908.0,1175.0,503.0,3462.0,551.0,1106.0,3479.0,551.0,5687.0,4800.0,4349.0,2568.0,1026.0,248.0,504.0,1979.0,667.0,3594.0,35.0,128.0,383.0,530.0,2586.0,45.30254395630719,158500.0,180000.0,172725.0,180000.0,169000.0,150000.0,177000.0,166000.0,175000.0,94.0,149.0,104.0,61.0,17.0,42.0,26.0,31.0,31.0,2068.0,957.0,888.0,73.0,594.0,1245.0,697.0,566.0,3781.0,586.0,2418.0,15.498545358370801,525.0,22981.602836640322,18307.9734396823,2066.0,1237.0,240.0,38.0,13.0,1895.0,0.5272676683361157,Enfield,Outer East and North East
E02000307,Enfield 031,9873.0,2335.0,2036.0,2111.0,2273.0,1118.0,6420.0,3368.0,802.0,661.0,624.0,667.0,614.0,5097.0,468.0,1610.0,1961.0,737.0,4776.0,5321.0,4552.0,2485.0,883.0,1010.0,1231.0,291.0,766.0,3368.0,46.0,207.0,702.0,2118.0,387.0,90.65919160864453,188000.0,235000.0,235000.0,226500.0,210000.0,231500.0,210000.0,247500.0,260000.0,121.0,159.0,191.0,86.0,62.0,70.0,72.0,68.0,79.0,1927.0,993.0,1053.0,121.0,800.0,1789.0,855.0,613.0,4726.0,468.0,2323.0,9.902666102412187,346.0,32782.114395461,26015.960821001037,974.0,1466.0,695.0,189.0,44.0,3612.0,1.0724465558194773,Enfield,Outer East and North East
E02000308,Enfield 032,7736.0,1409.0,1754.0,1899.0,1689.0,985.0,5342.0,2908.0,498.0,558.0,441.0,748.0,663.0,4596.0,438.0,1563.0,802.0,337.0,3140.0,4385.0,3351.0,2292.0,616.0,805.0,771.0,546.0,738.0,2908.0,43.0,100.0,593.0,1074.0,1181.0,68.36049856184084,244250.0,277500.0,296000.0,280000.0,285000.0,302500.0,315000.0,330000.0,332000.0,113.0,120.0,131.0,60.0,61.0,63.0,79.0,61.0,51.0,1129.0,673.0,718.0,110.0,654.0,2270.0,773.0,528.0,4133.0,309.0,1744.0,7.47640938785386,186.0,39838.68025336499,31597.09402471969,1060.0,1298.0,445.0,84.0,21.0,2535.0,0.8717331499312242,Enfield,Outer East and North East
E02000309,Enfield 033,10489.0,2814.0,2314.0,2419.0,2074.0,868.0,6807.0,3785.0,737.0,494.0,941.0,967.0,646.0,4055.0,739.0,1361.0,3608.0,726.0,6434.0,5328.0,5161.0,2711.0,1074.0,645.0,1050.0,847.0,1118.0,3785.0,68.0,297.0,581.0,1648.0,1322.0,66.26957322689591,180000.0,180000.0,195000.0,202000.0,175000.0,182500.0,190000.0,200000.0,213000.0,159.0,177.0,215.0,89.0,64.0,62.0,89.0,58.0,51.0,2079.0,1083.0,1073.0,128.0,702.0,1647.0,963.0,704.0,4685.0,556.0,2626.0,11.867662753468517,528.0,26896.887417714395,21387.298836531507,1741.0,1531.0,421.0,77.0,15.0,2670.0,0.7054161162483488,Enfield,Outer East and North East
E02000311,Enfield 035,9872.0,2046.0,2253.0,2264.0,2182.0,1127.0,6699.0,3656.0,690.0,728.0,627.0,904.0,707.0,5534.0,549.0,1616.0,1344.0,829.0,4338.0,5165.0,4707.0,2653.0,1003.0,995.0,1143.0,596.0,846.0,3656.0,51.0,161.0,670.0,1669.0,1204.0,71.84897671136204,209000.0,233000.0,249500.0,250000.0,206000.0,225000.0,250000.0,250000.0,268000.0,130.0,142.0,143.0,77.0,101.0,94.0,69.0,75.0,73.0,1771.0,935.0,980.0,123.0,801.0,2106.0,1110.0,541.0,5102.0,457.0,2201.0,8.957271658173266,282.0,33886.092876057075,26884.226946356837,1218.0,1580.0,672.0,152.0,34.0,3526.0,0.9644420131291028,Enfield,Outer East and North East
E02000312,Enfield 036,10473.0,1641.0,2550.0,2810.0,2278.0,1194.0,7638.0,4262.0,715.0,864.0,475.0,1295.0,913.0,6864.0,599.0,1519.0,1040.0,451.0,3609.0,5829.0,4644.0,3275.0,987.0,1068.0,1189.0,341.0,1556.0,4262.0,95.0,139.0,765.0,1103.0,2347.0,83.63608609372615,199975.0,235500.0,250000.0,250000.0,250000.0,250000.0,250000.0,300000.0,280000.0,186.0,210.0,233.0,81.0,78.0,95.0,94.0,95.0,123.0,1273.0,790.0,953.0,121.0,934.0,3553.0,1208.0,663.0,6255.0,414.0,2006.0,6.618705035971223,157.0,43662.17954624737,34633.64373133415,1708.0,1870.0,520.0,130.0,34.0,3446.0,0.8085405912717034,Enfield,Outer East and North East
